ID,DATE,DIRECTION,ROAD,LOCATION,EVENT,DAY,MONTH,DAYNUM,TIME,YEAR
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
610332993,Sat Oct 06 10:33:29 CDT 2018,SB,I-35W,@ Cleveland Ave,ROADWORK,Sat,Oct,06,10:33:29,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955212,Sun Oct 07 10:15:32 CDT 2018,WB,T.H.610,@ Zane Ave,STALL,Sun,Oct,07,10:15:32,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955221,Sun Oct 07 10:18:42 CDT 2018,WB,I-694,@ T.H.252 NB,STALL,Sun,Oct,07,10:18:42,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
9955231,Sun Oct 07 10:24:02 CDT 2018,EB,I-94,@ Cretin Ave,STALL,Sun,Oct,07,10:24:02,2018
