,Label,Detectors,Lat,Lng
874,I-35E SB @ Wagon Wheel Tr,C022,44.8748,-93.14385
875,I-35E SB @ I-494 WB,C021,44.86307,-93.14606
876,I-494 WB @ Washington Ave,C4271,44.85969,-93.39893
877,I-35E SB @ Lone Oak Rd,C020,44.84812,-93.15402
878,I-35W NS @ 38th St,C6211,44.93554,-93.27477
879,I-35E SB @ Roselawn Ave,C039,45.005,-93.08988
880,I-35E NB @ Larpenteur Ave,C038,44.99195,-93.08875
881,I-35E NB @ Maryland Ave,C037,44.97737,-93.08793
882,I-35E NB @ Cayuga St,C036,44.9662,-93.09093
883,I-35E NB @ University Ave,C035,44.95594,-93.09064
884,I-35E SB @ Kellogg Blvd,C034,44.94693,-93.10469
885,I-35E SB @ Grand Ave,C033,44.93953,-93.11757
886,I-35E SB @ St. Clair Ave,C032,44.93466,-93.12647
887,I-35E SB @ Victoria St,C031,44.93168,-93.13604
888,I-35E SB @ Jefferson Ave,C030,44.9296,-93.14335
889,I-35W NB @ 33rd St,C6221,44.94363,-93.2733
890,I-35E NB @ Tart Lake Rd,C049,45.1457,-93.03188
891,I-35E NB @ 64th St,C048,45.13756,-93.03847
892,I-35E NS N of Co Rd J,C047,45.13186,-93.0442
893,I-35E SB @ Co Rd J,C046,45.12408,-93.0502
894,I-35E NB N of Co Rd H2,C045,45.11083,-93.04906
895,I-35E SB N of Co Rd 96,C044,45.09381,-93.05254
896,I-35E NB @ Co Rd 96,C043,45.07913,-93.05235
897,I-35E SB S of Co Rd 96,C042,45.07016,-93.05423
898,T.H.280 NB @ T.H.36,C284,45.00765,-93.20421
899,T.H.280 SB @ Broadway St,C283,44.99959,-93.20632
900,I-35E SB @ Co Rd E,C041,45.0501,-93.0596
901,T.H.280 SB @ Hennepin Ave,C282,44.99195,-93.20563
902,I-35E NB @ Little Canada Rd,C040,45.02328,-93.08923
903,T.H.280 SB @ Energy Park Dr,C281,44.97934,-93.20339
904,T.H.280 SB @ University Ave,C280,44.96565,-93.20249
905,I-35 NB @ Co Rd 2,C059,45.2786,-93.00255
906,I-35 NB N of T.H.97,C058,45.26025,-93.01373
907,I-35 SB @ T.H.97,C057,45.25019,-93.02552
908,I-35 SB N of I-35W,C056,45.23,-93.02954
909,I-35E SB @ I-35W,C055,45.21892,-93.02844
910,I-35E NB S of I-35W,C054,45.2109,-93.02874
911,I-35E NB @ 80th St,C053,45.19611,-93.02954
912,I-35E NB N of Main St,C051,45.17379,-93.02941
913,T.H.77 SB S of Killebrew Dr,C5111,44.85074,-93.24801
914,I-35E NB @ Main St,C050,45.16403,-93.03176
915,I-35 SB @ Co Rd 22,C063,45.33621,-93.00511
916,I-35 NB S of Co Rd 22,C062,45.32451,-93.00255
917,I-35 NB N of U.S.8,C061,45.3065,-93.00255
918,I-35 NB @ U.S.8,C060,45.2912,-93.00255
919,error,ctl_939,44.08884,-96.18456
920,error,ctl_947,44.7633,-94.15791
921,error,ctl_940,44.9493,-95.74447
922,error,ctl_942,44.90617,-94.05305
923,error,ctl_941,45.19751,-94.31674
924,error,ctl_944,44.50264,-92.7273
925,error,ctl_943,45.93317,-95.31584
926,error,ctl_976,47.51618,-92.52105
927,error,ctl_125,47.46804,-92.52523
928,error,ctl_126,47.63247,-92.42595
929,error,ctl_127,48.02137,-96.66786
930,error,ctl_128,46.65939,-96.75845
931,error,ctl_129,46.01991,-95.31274
932,error,ctl_120,45.37626,-92.99309
933,error,ctl_122,47.78511,-92.36383
934,error,ctl_124,46.80395,-92.36457
935,error,ctl_136,46.90508,-96.74619
936,error,ctl_137,44.36558,-94.42353
937,error,ctl_138,44.40681,-92.97975
938,error,ctl_139,46.04784,-96.49424
939,error,ctl_130,47.60105,-93.77528
940,error,ctl_131,46.28113,-95.87441
941,error,ctl_132,47.32463,-95.61558
942,error,ctl_133,44.28475,-94.3919
943,error,ctl_134,43.93195,-94.91936
944,error,ctl_135,44.29784,-92.79076
945,error,ctl_140,46.45646,-95.17637
946,error,ctl_141,44.90483,-93.97112
947,error,ctl_142,44.38892,-95.88254
948,error,ctl_143,45.32919,-95.00902
949,error,ctl_144,44.42875,-95.81639
950,error,ctl_145,45.04385,-95.1862
951,error,ctl_146,44.94919,-95.37367
952,error,ctl_224,44.79157,-92.91549
953,error,ctl_329,46.73857,-92.16077
954,error,ctl_1106,45.30505,-93.56707
955,error,ctl_1085,45.33755,-93.00855
956,error,ctl_1144,44.88727,-93.36994
957,error,ctl_1145,44.88727,-93.36994
958,error,ctl_1146,44.87222,-93.2985
959,error,ctl_1147,44.9258,-93.27509
960,error,ctl_1141,44.93905,-93.27496
961,error,ctl_1142,44.9908,-93.23666
962,error,ctl_1143,44.89838,-93.19917
963,error,ctl_1148,44.87259,-93.24715
964,error,ctl_1149,44.95457,-93.27068
965,error,ctl_1150,44.93904,-93.27447
966,error,ctl_1155,44.94624,-93.27507
967,error,ctl_1156,44.95938,-93.27013
968,error,ctl_1157,44.95474,-93.27139
969,error,ctl_1158,44.95125,-93.27428
970,error,ctl_1151,44.95061,-93.27397
971,error,ctl_1152,44.9677,-93.26967
972,error,ctl_1153,44.92811,-93.27437
973,error,ctl_1154,44.93312,-93.27441
974,error,ctl_1159,44.93525,-93.27502
975,error,ctl_1160,44.96553,-93.26627
976,error,ctl_1161,44.96583,-93.26465
977,error,ctl_1162,44.96012,-93.26914
978,error,ctl_1163,44.94562,-93.27437
979,error,ctl_1178,44.47213,-93.29364
980,error,ctl_1179,44.92935,-93.27423
981,error,ctl_1180,44.95397,-93.27111
982,error,ctl_C1716,45.03147,-93.04588
983,error,ctl_1246,45.86784,-95.4501
984,error,ctl_1256,45.60366,-94.48351
985,error,ctl_1281,44.97256,-93.34181
986,error,ctl_1282,44.97061,-93.34164
987,error,ctl_1283,44.96642,-93.34245
988,error,35e-112.5,45.02283,-93.09032
989,error,ctl_v94w01,44.96306,-92.73881
990,I-394 EB E of Ridgedale Dr,V394E05,44.97078,-93.42801
991,I-94 EB W of T.H.210 (MP 59.535),VDL94E26,46.23081,-96.04825
992,I-394 CD EB @ Shelard Pkwy,V394E06,44.97297,-93.40912
993,I-94 WB W of T.H.24,VT94W24,45.48169,-94.14075
994,I-394 EB @ Louisiana Ave,V394E09,44.97116,-93.37099
995,I-394 EB @ Winnetka Ave,V394E08,44.97193,-93.38208
996,I-35 NB S of C.S.A.H.1,V35N39T1,44.37691,-93.29345
997,T.H.60 WB E of Co Rd 12,V60W60,43.97883,-94.56409
998,I-94 EB W of Co Rd 21 (MP 36.934),VDL94E22,46.50085,-96.29108
999,U.S.14 WB (Mankato),V14W50,44.1902,-93.98767
1000,I-394 EB @ Plymouth Rd,V394E02,44.97077,-93.44524
1001,T.H.60 WB @ John Caldwell Dr,V60W65,43.88541,-95.09982
1002,T.H.62 WB E of Portland Ave,V62W02,44.89065,-93.25999
1003,I-94 WB E of Tunnel Entrance,L94W53_3,44.96464,-93.28591
1004,T.H.62 WB @ Xerxes Ave,V62W03,44.89091,-93.31862
1005,I-94 WB E of Tunnel Entrance,L94W53_2,44.96467,-93.28591
1006,T.H.62 WB E of Gleason Rd,V62W05,44.88863,-93.37752
1007,I-94 WB E of Tunnel Entrance,L94W53_1,44.78102,-92.98153
1008,I-94 WB E of Co Rd 1 (MP 56.379),VDL94W50,46.26472,-96.09444
1009,T.H.53 NB @ Barker's Island,V53N245,46.71815,-92.06212
1010,I-394 EB E of Dunwoody Blvd,V394E16,44.97477,-93.28951
1011,I-394 Rev EB E of Dunwoody Blvd,V394E17,44.97458,-93.28923
1012,I-94 EB W of T.H.9 (MP 21.233),VDL94E18,46.68981,-96.44819
1013,T.H.53 NB @ Frazier Shipyard,V53N243,46.73219,-92.08413
1014,I-394 EB @ 6th St,V394E18,44.98057,-93.27654
1015,I-94 EB E of 5th St,VDL94E10,46.84743,-96.78295
1016,I-94 WB @ T.H.24,VT94W23,45.3883,-94.01299
1017,I-394 EB W of Penn Ave,V394E12,44.97003,-93.31642
1018,I-94 WB @ Barton Ave,VT94W22,45.3533,-93.91662
1019,I-35W NB @ 88th St,L35WN33_4,44.84367,-93.29831
1020,I-94 WB @ Co Rd 75,VT94W21,45.28639,-93.75333
1021,I-94 EB W of T.H.336 (MP 5.532),VDL94E14,46.84702,-96.66756
1022,I-35W NB @ 88th St,L35WN33_3,44.84367,-93.29827
1023,I-394 EB W of Xenia Ave,V394E10,44.97058,-93.3608
1024,I-35W NB @ 88th St,L35WN33_2,44.84367,-93.29822
1025,I-35W NB @ 88th St,L35WN33_1,44.84367,-93.29818
1026,T.H.62 EB @ Tracy Ave,V62E02T1,44.88727,-93.36994
1027,T.H.62 EB @ Tracy Ave,V62E02T2,44.88727,-93.3698
1028,I-35W SB S of 86th St,V35WS10,44.84567,-93.29881
1029,T.H.77 NB S of Old Shakopee Rd,VM77N06,44.8379,-93.24148
1030,I-35W SB S of Old Shakopee Rd,V35WS13,44.81654,-93.29164
1031,I-694 NB @ 15th St N,V694W01,44.97046,-92.95854
1032,I-35W SB @ 106th St,V35WS14,44.80958,-93.29177
1033,Unknown location,VIMAGO,44.78222,-92.97932
1034,I-35W NB S of 58th St,L35WN43_1,44.89839,-93.27484
1035,I-694 WB W of T.H.61,V694W03,45.03789,-93.04927
1036,I-35W SB @ 94th St,V35WS11,44.83371,-93.2954
1037,I-35W SB @ 94th St,V35WS12,44.83094,-93.29362
1038,I-35W NB S of 58th St,L35WN43_2,44.89839,-93.27488
1039,I-35W NB S of 58th St,L35WN43_3,44.89839,-93.27492
1040,I-35W NB S of 58th St,L35WN43_4,44.89839,-93.27496
1041,I-35W SB N of Minnesota River,V35WS15,44.80463,-93.29107
1042,I-35W NB S of 58th St,L35WN43_5,44.89839,-93.27499
1043,I-35W SB @ T.H.13,V35WS16,44.77232,-93.28869
1044,I-35W NB S of 58th St,L35WN43_6,44.89839,-93.27503
1045,I-94 WB E of T.H.34 (MP 24.969),VDL94W80,46.64658,-96.3824
1046,I-35W NB @ Timberland Dr,L35WN20_2,44.76065,-93.2891
1047,I-94 WB @ Groveland Ave,L94W52_4,44.96496,-93.28286
1048,I-35W NB @ Timberland Dr,L35WN20_1,44.76065,-93.28905
1049,I-94 WB @ Groveland Ave,L94W52_3,44.96498,-93.28286
1050,I-94 WB @ Groveland Ave,L94W52_2,44.965,-93.28287
1051,I-35 SB S of Co Rd 97,V35S50,45.23788,-93.02865
1052,I-35W NB @ 73rd St,V35WN05T,44.87222,-93.2985
1053,I-94,VADDCO,45.57491,-94.1673
1054,I-94 WB @ Groveland Ave,L94W52_1,44.96506,-93.28289
1055,I-94 EB @ Co Rd 19,V94E15,44.94833,-92.90353
1056,I-35W SB S of Co Rd E2,V35WS03,45.04811,-93.18922
1057,I-35 SB @ 16th Ave E,V35S199,46.79989,-92.07526
1058,I-35W SB N of Lake Dr,V35WS01,45.12966,-93.18885
1059,I-35W SB @ Franklin Ave,V35WS06,44.96289,-93.26997
1060,I-94 EB @ Victoria St,V94E11,44.95157,-93.1366
1061,I-35W SB @ 35th St,V35WS07,44.93971,-93.27495
1062,I-94 EB W of T.H.120,V94E13,44.94878,-92.99473
1063,I-35W SB @ 4th St,V35WS05,44.98353,-93.24283
1064,I-35W NB @ 33rd St,V35WN06B,44.94356,-93.27447
1065,I-35W NB N of 42nd St,V35WN06A,44.7772,-92.95944
1066,I-35W SB S of 50th St,V35WS08,44.91138,-93.27505
1067,I-94 WB W of Co Rd 24 (MP 39.665),VDL94W70,46.46971,-96.26151
1068,I-35W SB @ 73rd St,V35WS09,44.87124,-93.29907
1069,I-94 EB @ Prior Ave,V94E10,44.9535,-93.185
1070,I-94 EB W of T.H.79 (MP 81.433),VDL94E30,46.00866,-95.75213
1071,T.H.60 WB @ 200th St,V60W50,44.12209,-94.1978
1072,I-94 EB W of T.H.114 (MP 98.747),VDL94E34,45.87178,-95.46008
1073,I-35 SB @ Co Rd 22,V35S47,45.33712,-93.00534
1074,T.H.60 WB W of Co Rd 9,V60W55,44.03159,-94.41949
1075,I-94 EB W of Lake Latoka RA,VDL94E35,45.87751,-95.47654
1076,I-35W NB @ 92nd St,L35WN32_3,44.83763,-93.29763
1077,I-35W NB @ 92nd St,L35WN32_2,44.83763,-93.29758
1078,I-35W NB @ 92nd St,L35WN32_1,44.83763,-93.29754
1079,I-94 EB @ Grover Ave,VT94E25B2,45.38343,-94.00898
1080,I-35 SB @ Midway Rd,V35S070,46.7116,-92.26374
1081,I-94 EB @ 25th Ave,V94E08,44.96417,-93.23637
1082,I-94 EB E of Franklin Ave,V94E09,44.96275,-93.21395
1083,T.H.77 NB @ Diagonal Blvd,V77N08,44.87631,-93.24674
1084,I-94 EB E of Co Rd 39,VT94E26B,45.30537,-93.81869
1085,I-94 EB W of Brooklyn Blvd,V94E04,45.07588,-93.34221
1086,I-94 WB E of T.H.29 (MP 106.198),VDL94W20,45.83583,-95.32639
1087,I-94 SB @ Lowry Ave,V94E06,45.01331,-93.2829
1088,T.H.36 EB @ Victoria St,V36E02,45.00997,-93.13636
1089,I-94 EB @ 11th Ave,V94E07,44.96539,-93.25924
1090,I-94 EB W of T.H.101,V94E00,45.2069,-93.58018
1091,T.H.77 NB @ 72nd St,V77N07T,44.87259,-93.24715
1092,I-94 EB E of Brockton Ln,V94E01,45.15959,-93.5185
1093,I-35W NB @ 48th St,L35WN46_1,44.91865,-93.27456
1094,I-35W NB @ 48th St,L35WN46_2,44.91865,-93.2746
1095,I-94 EB W of Weaver Lake Rd,V94E02,45.11227,-93.47299
1096,I-35W NB @ 48th St,L35WN46_3,44.91865,-93.27463
1097,I-35W NB @ 76th St,V35WN05A,44.86712,-93.29859
1098,I-35W NB @ 48th St,L35WN46_4,44.91865,-93.27467
1099,I-35W NB @ 48th St,L35WN46_5,44.91865,-93.27471
1100,I-35W NB @ Nicollet Ave,V35WN05C,44.88989,-93.28058
1101,I-35W NB S of 66th St,V35WN05B,44.87706,-93.29755
1102,I-35W NB S of 50th St,V35WN05E,44.91104,-93.2742
1103,I-35W NB N of 60th St,V35WN05D,44.8967,-93.27448
1104,U.S.14 WB,V14W10,44.0071,-92.46908
1105,I-35W NB @ T.H.13,L35WN23_3,44.77203,-93.28856
1106,I-35W NB @ T.H.13,L35WN23_2,44.77203,-93.28852
1107,I-35W NB @ T.H.13,L35WN23_1,44.77203,-93.28847
1108,T.H.36 EB @ Edgerton St,V36E04,45.00919,-93.0772
1109,T.H.36 EB W of Hadley Ave N,V36E06,45.02491,-92.97559
1110,T.H.5 WB @ I-494 WB,VM5W20,44.86343,-93.20991
1111,I-94 EB E of T.H.24,VT94E25B,45.39313,-94.02286
1112,I-94 EB W of T.H.24,VT94E25A,45.42265,-94.08272
1113,I-94 EB W of Barton Ave,VT94E25D,45.35588,-93.93195
1114,T.H.100 NB @ 77th St,V100N01,44.86399,-93.34971
1115,I-94 EB @ Co Rd 8,VT94E25C,45.36775,-93.97378
1116,I-94 EB @ Aetna Ave,VT94E25F,45.33986,-93.87861
1117,T.H.13 NB @ 132nd St,V13E10,44.76472,-93.37943
1118,I-94 EB @ Barton Ave,VT94E25E,45.35297,-93.91679
1119,T.H.100 NB N of Minnetonka Blvd,V100N05,44.95195,-93.34749
1120,T.H.100 NB @ Cedar Lake Rd,V100N06,44.96498,-93.34294
1121,T.H.100 NB S of Duluth St,V100N08,44.99244,-93.34938
1122,I-35W SB S of 98th St,L35WS70_1,44.82326,-93.29171
1123,I-35W NB N of 106th St,V35WN04B,44.81663,-93.29083
1124,I-35W SB S of 98th St,L35WS70_2,44.82326,-93.29167
1125,I-35W NB @ Black Dog Rd,V35WN04A,44.79715,-93.28901
1126,I-35W SB S of 98th St,L35WS70_3,44.82326,-93.29162
1127,I-35W NB @ 94th St,V35WN04D,44.83164,-93.29343
1128,I-35W NB @ Old Shakopee Rd,V35WN04C,44.82373,-93.29094
1129,I-94 EB @ Fairview Ave,L94E70_4,44.9518,-93.17325
1130,I-35W NB N of 90th St,V35WN04E,44.84328,-93.29796
1131,I-35W NB @ 82nd St,L35WN35_4,44.85492,-93.2981
1132,I-94 WB @ Cedar Ave,V94W09A,44.96551,-93.2462
1133,I-35W NB @ 82nd St,L35WN35_3,44.85492,-93.29805
1134,I-94 EB @ Fairview Ave,L94E70_2,44.95174,-93.17325
1135,T.H.53 NB N of Eveleth,V53N51,47.4837,-92.53008
1136,I-35W NB @ 82nd St,L35WN35_2,44.85492,-93.29801
1137,I-94 EB @ Fairview Ave,L94E70_3,44.95177,-93.17326
1138,I-35W NB @ 82nd St,L35WN35_1,44.85492,-93.29796
1139,T.H.5 WB @ Post Rd,VM5W18,44.86942,-93.19955
1140,I-94 EB @ Fairview Ave,L94E70_1,44.95163,-93.17325
1141,I-394 WB @ U.S.169,V394W04,44.97416,-93.39949
1142,I-394 WB @ Louisiana Ave,V394W03,44.97201,-93.37006
1143,I-394 WB @ Xenia Ave,V394W02,44.97113,-93.35108
1144,T.H.13 EB W of C.S.A.H.5,V13E14,44.77331,-93.30808
1145,I-394 WB @ Penn Ave,V394W01,44.97012,-93.30868
1146,T.H.77 NB S of I-35E,V77N02,44.77078,-93.21713
1147,T.H.77 NB N of Minnesota River,V77N05,44.83566,-93.23969
1148,I-394 WB @ Ridgedale Dr,V394W06,44.97146,-93.43245
1149,I-394 WB W of Co Rd 73,V394W05,44.97121,-93.4245
1150,I-35 SB S of C.S.A.H.1,V35S75T5,44.37673,-93.29367
1151,T.H.13 EB @ 115th St,V13E22,44.79574,-93.23775
1152,I-35 SB S of C.S.A.H.1,V35S75T4,44.4123,-93.2923
1153,I-35 SB N of C.S.A.H.1,V35S75T3,44.44117,-93.29241
1154,I-35W NB S of 50th St,L35WN45_1,44.91222,-93.27459
1155,I-35 SB N of T.H.19,V35S75T2,44.48632,-93.29216
1156,I-35W NB S of 50th St,L35WN45_2,44.91222,-93.27463
1157,I-35 SB N of T.H.19,V35S75T1,44.53044,-93.2993
1158,I-35W NB S of 50th St,L35WN45_3,44.91222,-93.27467
1159,I-35W NB S of 50th St,L35WN45_4,44.91222,-93.27471
1160,I-35W NB S of 50th St,L35WN45_5,44.91222,-93.27474
1161,I-35W NB @ Timberland Dr,V35WN03A,44.76111,-93.28877
1162,I-35W NB @ Cliff Rd,V35WN03C,44.78288,-93.28825
1163,I-35W NB @ Burnsville Pkwy,V35WN03B,44.76854,-93.28842
1164,I-94 WB E of Brockton Ln,V94W18,45.16137,-93.51588
1165,I-94 WB W of T.H.101,V94W19,45.20829,-93.58016
1166,I-94 WB @ Xerxes Ave,V94W15,45.07436,-93.31836
1167,I-35W NB @ Burnsville Pkwy,L35WN22_3,44.76834,-93.28873
1168,I-35W NB @ Burnsville Pkwy,L35WN22_2,44.76834,-93.28869
1169,I-94 WB @ Tunnel Entrance,L94W54_3,44.96525,-93.28769
1170,I-35W NB @ Burnsville Pkwy,L35WN22_1,44.76834,-93.28864
1171,I-94 WB @ Lyndale Ave,V94W10,44.96467,-93.28495
1172,I-94 WB @ Tunnel Entrance,L94W54_2,44.96525,-93.28764
1173,I-94 WB @ Tunnel Entrance,L94W54_1,44.96525,-93.28759
1174,I-94 NB @ 26th Ave,V94W12,45.00586,-93.28226
1175,Civic Center Dr WB E of T.H.52,VCCD01,44.02947,-92.48181
1176,T.H.52 NB N of Mississippi River,L52N11_2,44.95041,-93.08093
1177,I-35W SB S of 102nd St,L35WS71_3,44.81703,-93.29155
1178,T.H.52 NB N of Mississippi River,L52N11_3,44.95041,-93.08093
1179,I-94 WB E of T.H.79 (MP 83.667),VDL94W30,45.99223,-95.72
1180,T.H.36 EB W of Stillwater Blvd,V36E10,45.03569,-92.85768
1181,T.H.610 EB E of Hemlock Ln,V610E60,45.13016,-93.42857
1182,I-90 SB (274.40),V90E95,43.88141,-91.33065
1183,I-35W SB S of 102nd St,L35WS71_1,44.81703,-93.29164
1184,T.H.52 NB N of Mississippi River,L52N11_1,44.95041,-93.08093
1185,I-35W SB S of 102nd St,L35WS71_2,44.81703,-93.29161
1186,I-94 WB @ Dale St,V94W07,44.95195,-93.12616
1187,I-35E SB N of T.H.36,V35ES04A,45.01808,-93.08999
1188,I-94 WB @ Huron St,V94W08,44.96719,-93.22024
1189,I-94 WB W of 25th Ave,V94W09,44.96455,-93.24007
1190,I-94 WB @ Co Rd 19,V94W02,44.94906,-92.90307
1191,I-35W NB @ 85th St,L35WN34_4,44.85007,-93.29818
1192,I-94 EB @ Brockton Ln,V94E01A,45.1636,-93.52193
1193,I-94 WB @ Greenway Ave,V94W03,44.94894,-92.97269
1194,I-35W NB @ 85th St,L35WN34_3,44.85007,-93.29812
1195,I-35W NB @ 85th St,L35WN34_2,44.85007,-93.29809
1196,I-35W NB @ 85th St,L35WN34_1,44.85007,-93.29804
1197,I-94 WB E of Earl St,V94W05,44.95209,-93.05223
1198,T.H.252 SB S of T.H.610,V252S50,45.11402,-93.30397
1199,I-94 WB E of Hegen St,V94W01,44.9631,-92.73881
1200,T.H.61 NB @ Silver Cliff Tunnel,V61N040,47.03354,-91.65108
1201,I-494 EB N of Lake Rd,V494E14,44.91834,-92.97643
1202,I-35W NB @ 66th St,L35WN40_1,44.88653,-93.29591
1203,I-494 EB @ Dodd Rd,V494E10,44.86246,-93.12984
1204,I-35W NB @ 66th St,L35WN40_2,44.88653,-93.29595
1205,I-35W NB @ 66th St,L35WN40_3,44.88653,-93.29598
1206,I-35W SB @ 92nd St,L35WS68_2,44.83763,-93.29781
1207,I-94 EB @ Prior Ave,L94E68_5,44.95358,-93.18495
1208,I-35W SB @ 92nd St,L35WS68_1,44.83763,-93.29785
1209,I-94 EB @ Prior Ave,L94E68_3,44.95358,-93.18495
1210,I-94 EB @ Prior Ave,L94E68_4,44.95358,-93.18495
1211,I-94 EB @ Prior Ave,L94E68_1,44.95352,-93.18499
1212,I-94 EB @ Prior Ave,L94E68_2,44.95356,-93.18497
1213,T.H.36 WB E of Hilton Tr,V36W01,45.03604,-92.9442
1214,T.H.36 WB E of Washington Ave,V36W00,45.03614,-92.82692
1215,I-35W SB S of 58th St,L35WS57_3,44.89839,-93.27508
1216,T.H.52 NB @ Wentworth Ave,V52N32,44.89828,-93.06573
1217,T.H.52 NB @ 70th St,V52N30,44.8477,-93.05945
1218,T.H.52 NB @ Concord Blvd,V52N28T,44.81381,-93.03956
1219,I-35E SB N of I-694 E Jct,V35ES03A,45.04283,-93.06227
1220,I-35E SB @ Edgerton St,V35ES03B,45.03691,-93.07493
1221,T.H.52 NB @ Mississippi River,L52N10_3,44.94523,-93.07826
1222,U.S.12 EB E of Bushaway Rd,V12E01,44.9708,-93.4905
1223,C.S.A.H.22 SB,V22S02,44.00051,-92.49213
1224,I-35W SB S of 58th St,L35WS57_2,44.89839,-93.27512
1225,I-35W SB S of 58th St,L35WS57_1,44.89839,-93.27516
1226,T.H.52 NB @ Mississippi River,L52N10_1,44.94523,-93.07826
1227,T.H.52 NB @ Mississippi River,L52N10_2,44.94523,-93.07826
1228,I-35 NB @ Southcross Dr,L35N17_3,44.73702,-93.28322
1229,I-35 NB @ Southcross Dr,L35N17_1,44.73702,-93.28314
1230,I-35 NB @ Southcross Dr,L35N17_2,44.73702,-93.28318
1231,I-694 EB @ McKnight Rd,V694E13,45.03653,-93.00527
1232,I-35W SB S of 94th St,L35WS69_3,44.83064,-93.29343
1233,I-35W SB S of 94th St,L35WS69_2,44.83064,-93.29348
1234,U.S.2 EB,VD2_2E50,47.93769,-97.01156
1235,I-394 EB W of Carlson Pkwy,V12E03,44.97082,-93.48692
1236,I-35W NB @ 76th St,MP35WN10_1,44.87612,-93.2974
1237,I-394 EB @ Ferndale Rd,V12E02,44.97766,-93.52284
1238,I-35E SB S of Co Rd 96,V35ES02B,45.06987,-93.05421
1239,I-35E SB N of Co Rd 96,V35ES02A,45.08139,-93.05308
1240,T.H.52 NB @ U.S.14,V52N06,44.00642,-92.48215
1241,I-90 EB,V90E60,43.67682,-94.46006
1242,I-35W SB S of 94th St,L35WS69_1,44.83064,-93.29352
1243,T.H.13 WB E of Seneca Rd,V13W12,44.82439,-93.20212
1244,T.H.13 WB W of Portland Ave,V13W18,44.78074,-93.27149
1245,I-35W SB @ Nicollet Ave,L35WS58_3,44.89022,-93.27987
1246,T.H.13 WB @ Chowen Ave,V13W20,44.77799,-93.32728
1247,I-35W SB @ Nicollet Ave,L35WS58_2,44.89025,-93.27987
1248,T.H.10 WB E of T.H.101,VT10W08,45.2652,-93.53474
1249,I-90 WB (Worthington),V90W90,43.63869,-95.54668
1250,I-494 SB N of Baker Rd,V494E03,44.90556,-93.4487
1251,WI T.H. 35 WB @ Andersn Sct Cmp Trl,VW35S01,45.07157,-92.7701
1252,I-35 SB @ 280th St,V35S46T,45.35469,-92.9991
1253,I-35W SB @ Nicollet Ave,L35WS58_1,44.89028,-93.27987
1254,T.H.36 WB @ Edgerton St,V36W03,45.00978,-93.0762
1255,I-94 EB @ 11th Ave,L94E56_4,44.96547,-93.25925
1256,I-90 EB W of U.S.71,V90E50,43.6383,-95.00937
1257,T.H.36 WB @ Victoria St,V36W05,45.0103,-93.13576
1258,I-94 EB @ 11th Ave,L94E56_1,44.96529,-93.25925
1259,I-94 EB @ 11th Ave,L94E56_3,44.96544,-93.25924
1260,I-35 NB S of T.H.60,V35S80T2,44.27924,-93.30422
1261,I-94 EB @ 11th Ave,L94E56_2,44.9654,-93.25925
1262,I-35 SB N of T.H.21,V35S80T1,44.33378,-93.293
1263,I-94 WB @ Prior Ave,V94W07B,44.95374,-93.18492
1264,I-94 WB @ Hamline Ave,V94W07A,44.95193,-93.15385
1265,I-35W NB @ Nicollet Ave,MP35WN11_1,44.88981,-93.27988
1266,I-494 EB @ Portland Ave,V494E08,44.86065,-93.27016
1267,I-494 EB @ Xerxes Ave,V494E07,44.86067,-93.32024
1268,I-35 NB @ Crystal Lake Rd,L35N16_1,44.73042,-93.28227
1269,I-494 EB @ W Bush Lake Rd,V494E04,44.85983,-93.37625
1270,T.H.77 SB S of Diagonal Blvd,VM77S02,44.87269,-93.24767
1271,T.H.53 SB @ 12th Ave,V53S56,47.50957,-92.55008
1272,I-35W NB @ Nicollet Ave,L35WN42_1,44.8901,-93.27987
1273,I-35W NB @ Nicollet Ave,L35WN42_2,44.89013,-93.27987
1274,I-35W NB @ Nicollet Ave,L35WN42_3,44.89015,-93.27987
1275,I-35 NB @ Crystal Lake Rd,MP35WN01_2,44.72957,-93.28245
1276,I-35W NB @ Nicollet Ave,L35WN42_4,44.89018,-93.27987
1277,I-35W SB @ Lyndale Ave,L35WS59_3,44.89047,-93.29
1278,I-35W SB @ Lyndale Ave,L35WS59_2,44.8905,-93.29
1279,I-35W SB @ Lyndale Ave,L35WS59_1,44.89052,-93.29
1280,I-35 NB @ Crystal Lake Rd,MP35WN01_1,44.72957,-93.28245
1281,I-94 CD EB @ Garage C TAD,VPARK,44.98391,-93.27666
1282,I-35 SB @ 14th Ave W,V35S172,46.77262,-92.11474
1283,U.S.63 NB,V63N10,43.94515,-92.4681
1284,T.H.65 SB S of 81st Ave NE,V65S50,45.113,-93.24311
1285,Rockford Rd WB E of I-494,VHC9W50,45.02808,-93.44882
1286,T.H.65 SB N of 99th Ave,V65S48,45.15136,-93.23557
1287,I-94 WB @ Park Ave,L94W48_4,44.9658,-93.26478
1288,I-94 WB @ Park Ave,L94W48_3,44.96582,-93.26478
1289,I-35W NB @ 50th St,MP35WN12_1,44.91224,-93.27413
1290,I-694 WB @ Victoria St,V694W05,45.05622,-93.13117
1291,I-35W NB S of 94th St,L35WN31_3,44.83064,-93.29331
1292,I-35W NB S of 94th St,L35WN31_2,44.83064,-93.29327
1293,I-35W NB S of 94th St,L35WN31_1,44.83064,-93.29322
1294,I-694 WB @ Matterhorn Dr,V694W07,45.06637,-93.23662
