 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
104,Volume,8/1/2017,1452,90.75,946,59.125
104,Volume,8/2/2017,1491,93.1875,929,58.0625
104,Volume,8/3/2017,1577,98.5625,837,52.3125
104,Volume,8/4/2017,1396,87.25,1120,70
104,Volume,8/7/2017,1440,90,977,61.0625
104,Volume,8/8/2017,1456,91,920,57.5
104,Volume,8/9/2017,1299,81.1875,912,57
104,Volume,8/10/2017,1387,86.6875,1078,67.375
104,Volume,8/11/2017,1474,92.125,1165,72.8125
104,Volume,8/14/2017,1447,90.4375,1052,65.75
104,Volume,8/15/2017,1428,89.25,828,51.75
104,Volume,8/16/2017,1526,95.375,975,60.9375
104,Volume,8/17/2017,1790,111.875,1005,62.8125
104,Volume,8/18/2017,1553,97.0625,1187,74.1875
104,Volume,8/21/2017,1328,83,1069,66.8125
104,Volume,8/22/2017,1516,94.75,996,62.25
104,Volume,8/23/2017,1669,104.3125,928,58
104,Volume,8/24/2017,1430,89.375,1034,64.625
104,Volume,8/25/2017,1480,92.5,1026,64.125
104,Volume,8/28/2017,1451,90.6875,1025,64.0625
104,Volume,8/29/2017,1491,93.1875,965,60.3125
104,Volume,8/30/2017,1532,95.75,968,60.5
104,Volume,8/31/2017,1508,94.25,994,62.125
104,Volume,9/1/2017,1589,99.3125,1206,75.375
104,Volume,9/4/2017,1617,101.0625,457,28.5625
104,Volume,9/5/2017,1621,101.3125,1078,67.375
104,Volume,9/6/2017,1584,99,1004,62.75
104,Volume,9/7/2017,1555,97.1875,1123,70.1875
104,Volume,9/8/2017,1607,100.4375,1152,72
104,Volume,9/11/2017,1670,104.375,991,61.9375
104,Volume,9/12/2017,1568,98,1035,64.6875
104,Volume,9/13/2017,1605,100.3125,912,57
104,Volume,9/14/2017,1458,91.125,960,60
104,Volume,9/15/2017,1649,103.0625,1079,67.4375
104,Volume,9/18/2017,1624,101.5,1077,67.3125
104,Volume,9/19/2017,1740,108.75,1043,65.1875
104,Volume,9/20/2017,1550,96.875,1023,63.9375
104,Volume,9/21/2017,1590,99.375,1007,62.9375
104,Volume,9/22/2017,1386,86.625,1074,67.125
104,Volume,9/25/2017,1609,100.5625,983,61.4375
104,Volume,9/26/2017,1512,94.5,922,57.625
104,Volume,9/27/2017,1397,87.3125,950,59.375
104,Volume,9/28/2017,1424,89,929,58.0625
104,Volume,9/29/2017,1429,89.3125,1024,64
104,Volume,8/1/2018,1496,93.5,920,57.5
104,Volume,8/2/2018,1405,87.8125,1051,65.6875
104,Volume,8/3/2018,1640,102.5,1231,76.9375
104,Volume,8/6/2018,1488,93,1031,64.4375
104,Volume,8/7/2018,1531,95.6875,1030,64.375
104,Volume,8/8/2018,1416,88.5,1054,65.875
104,Volume,8/9/2018,1545,96.5625,1142,71.375
104,Volume,8/10/2018,1611,100.6875,1211,75.6875
104,Volume,8/13/2018,1553,97.0625,1052,65.75
104,Volume,8/14/2018,1649,103.0625,1077,67.3125
104,Volume,8/15/2018,1520,95,1076,67.25
104,Volume,8/16/2018,1397,87.3125,1031,64.4375
104,Volume,8/17/2018,1502,93.875,1204,75.25
104,Volume,8/20/2018,1513,94.5625,1064,66.5
104,Volume,8/21/2018,1402,87.625,1050,65.625
104,Volume,8/22/2018,1375,85.9375,1103,68.9375
104,Volume,8/23/2018,1592,99.5,832,52
104,Volume,8/24/2018,1340,83.75,1053,65.8125
104,Volume,8/27/2018,1415,88.4375,1030,64.375
104,Volume,8/28/2018,1588,99.25,935,58.4375
104,Volume,8/29/2018,1569,98.0625,1008,63
104,Volume,8/30/2018,1494,93.375,1056,66
104,Volume,8/31/2018,1530,95.625,1239,77.4375
104,Volume,9/3/2018,1619,101.1875,481,30.0625
104,Volume,9/4/2018,1322,82.625,1104,69
104,Volume,9/5/2018,1788,111.75,1083,67.6875
104,Volume,9/6/2018,1487,92.9375,1044,65.25
104,Volume,9/7/2018,1386,86.625,1158,72.375
104,Volume,9/10/2018,1581,98.8125,1037,64.8125
104,Volume,9/11/2018,1521,95.0625,1007,62.9375
104,Volume,9/12/2018,1626,101.625,996,62.25
104,Volume,9/13/2018,1521,95.0625,1018,63.625
104,Volume,9/14/2018,1713,107.0625,1144,71.5
104,Volume,9/17/2018,1495,93.4375,1051,65.6875
104,Volume,9/18/2018,1609,100.5625,985,61.5625
104,Volume,9/19/2018,1649,103.0625,927,57.9375
104,Volume,9/20/2018,1355,84.6875,860,53.75
104,Volume,9/21/2018,1314,82.125,1067,66.6875
104,Volume,9/24/2018,1683,105.1875,1035,64.6875
104,Volume,9/25/2018,1654,103.375,991,61.9375
104,Volume,9/26/2018,1644,102.75,984,61.5
104,Volume,9/27/2018,1555,97.1875,1009,63.0625
104,Volume,9/28/2018,1523,95.1875,1151,71.9375
104,Volume,10/1/2018,1781,111.3125,1004,62.75
104,Volume,10/2/2018,1748,109.25,978,61.125
104,Volume,10/3/2018,1531,95.6875,1041,65.0625
104,Volume,10/4/2018,1445,90.3125,1023,63.9375
104,Volume,10/5/2018,1506,94.125,1042,65.125
105,Volume,8/1/2017,3581,223.8125,3550,221.875
105,Volume,8/2/2017,3709,231.8125,3575,223.4375
105,Volume,8/3/2017,3399,212.4375,3254,203.375
105,Volume,8/4/2017,3738,233.625,3772,235.75
105,Volume,8/7/2017,3762,235.125,3512,219.5
105,Volume,8/8/2017,3357,209.8125,3489,218.0625
105,Volume,8/9/2017,3155,197.1875,3756,234.75
105,Volume,8/10/2017,3174,198.375,3771,235.6875
105,Volume,8/11/2017,3504,219,3669,229.3125
105,Volume,8/14/2017,3831,239.4375,3658,228.625
105,Volume,8/15/2017,3300,206.25,3524,220.25
105,Volume,8/16/2017,3689,230.5625,3408,213
105,Volume,8/17/2017,3233,202.0625,3623,226.4375
105,Volume,8/18/2017,3993,249.5625,3913,244.5625
105,Volume,8/21/2017,3260,203.75,3680,230
105,Volume,8/22/2017,3403,212.6875,3360,210
105,Volume,8/23/2017,3039,189.9375,3037,189.8125
105,Volume,8/24/2017,3362,210.125,3605,225.3125
105,Volume,8/25/2017,3712,232,3449,215.5625
105,Volume,8/28/2017,3581,223.8125,3805,237.8125
105,Volume,8/29/2017,3235,202.1875,3433,214.5625
105,Volume,8/30/2017,3793,237.0625,3465,216.5625
105,Volume,8/31/2017,3370,210.625,4285,267.8125
105,Volume,9/1/2017,3957,247.3125,5367,335.4375
105,Volume,9/4/2017,4498,281.125,1119,69.9375
105,Volume,9/5/2017,3939,246.1875,3503,218.9375
105,Volume,9/6/2017,3885,242.8125,3497,218.5625
105,Volume,9/7/2017,3862,241.375,3723,232.6875
105,Volume,9/8/2017,6112,382,5489,343.0625
105,Volume,9/11/2017,4515,282.1875,3551,221.9375
105,Volume,9/12/2017,3896,243.5,3232,202
105,Volume,9/13/2017,4533,283.3125,3552,222
105,Volume,9/14/2017,4097,256.0625,3462,216.375
105,Volume,9/15/2017,4105,256.5625,4279,267.4375
105,Volume,9/18/2017,4062,253.875,6256,391
105,Volume,9/19/2017,4111,256.9375,3464,216.5
105,Volume,9/20/2017,3551,221.9375,3386,211.625
105,Volume,9/21/2017,3300,206.25,3199,199.9375
105,Volume,9/22/2017,2844,177.75,3551,221.9375
105,Volume,9/25/2017,4167,260.4375,3406,212.875
105,Volume,9/26/2017,3832,239.5,3333,208.3125
105,Volume,9/27/2017,3612,225.75,3300,206.25
105,Volume,9/28/2017,3795,237.1875,3746,234.125
105,Volume,9/29/2017,3599,224.9375,3652,228.25
105,Volume,8/1/2018,4077,254.8125,3619,226.1875
105,Volume,8/2/2018,3640,227.5,3942,246.375
105,Volume,8/3/2018,4102,256.375,3829,239.3125
105,Volume,8/6/2018,3713,232.0625,3881,242.5625
105,Volume,8/7/2018,4048,253,3765,235.3125
105,Volume,8/8/2018,3879,242.4375,3464,216.5
105,Volume,8/9/2018,3910,244.375,3685,230.3125
105,Volume,8/10/2018,3940,246.25,3802,237.625
105,Volume,8/13/2018,4155,259.6875,3782,236.375
105,Volume,8/14/2018,3828,239.25,3727,232.9375
105,Volume,8/15/2018,4129,258.0625,3806,237.875
105,Volume,8/16/2018,3893,243.3125,3740,233.75
105,Volume,8/17/2018,4168,260.5,3743,233.9375
105,Volume,8/20/2018,4386,274.125,3642,227.625
105,Volume,8/21/2018,3574,223.375,3827,239.1875
105,Volume,8/22/2018,3857,241.0625,3597,224.8125
105,Volume,8/23/2018,4247,265.4375,3553,222.0625
105,Volume,8/24/2018,3722,232.625,3577,223.5625
105,Volume,8/27/2018,5390,336.875,3911,244.4375
105,Volume,8/28/2018,4409,275.5625,3555,222.1875
105,Volume,8/29/2018,4314,269.625,3503,218.9375
105,Volume,8/30/2018,4012,250.75,3625,226.5625
105,Volume,8/31/2018,4040,252.5,3804,237.75
105,Volume,9/3/2018,4116,257.25,1215,75.9375
105,Volume,9/4/2018,3691,230.6875,3612,225.75
105,Volume,9/5/2018,4912,307,3847,240.4375
105,Volume,9/6/2018,4343,271.4375,3525,220.3125
105,Volume,9/7/2018,4679,292.4375,3891,243.1875
105,Volume,9/10/2018,4817,301.0625,3560,222.5
105,Volume,9/11/2018,3772,235.75,4337,271.0625
105,Volume,9/12/2018,4064,254,3599,224.9375
105,Volume,9/13/2018,4306,269.125,3558,222.375
105,Volume,9/14/2018,4429,276.8125,3873,242.0625
105,Volume,9/17/2018,4058,253.625,3563,222.6875
105,Volume,9/18/2018,4470,279.375,3682,230.125
105,Volume,9/19/2018,4091,255.6875,3662,228.875
105,Volume,9/20/2018,3406,212.875,3091,193.1875
105,Volume,9/21/2018,4504,281.5,3982,248.875
105,Volume,9/24/2018,4691,293.1875,3719,232.4375
105,Volume,9/25/2018,4600,287.5,3392,212
105,Volume,9/26/2018,4197,262.3125,3474,217.125
105,Volume,9/27/2018,4399,274.9375,3882,242.625
105,Volume,9/28/2018,4023,251.4375,3845,240.3125
105,Volume,10/1/2018,4902,306.375,3626,226.625
105,Volume,10/2/2018,4829,301.8125,3617,226.0625
105,Volume,10/3/2018,4377,273.5625,3712,232
105,Volume,10/4/2018,4382,273.875,3572,223.25
105,Volume,10/5/2018,4279,267.4375,3684,230.25
135,Volume,8/1/2017,3787,236.6875,1658,103.625
135,Volume,8/2/2017,3724,232.75,1677,104.8125
135,Volume,8/3/2017,3763,235.1875,1571,98.1875
135,Volume,8/4/2017,3324,207.75,1497,93.5625
135,Volume,8/7/2017,3252,203.25,1422,88.875
135,Volume,8/8/2017,3407,212.9375,1474,92.125
135,Volume,8/9/2017,2897,181.0625,1433,89.5625
135,Volume,8/10/2017,3426,214.125,1523,95.1875
135,Volume,8/11/2017,3383,211.4375,1468,91.75
135,Volume,8/14/2017,3400,212.5,1488,93
135,Volume,8/15/2017,3601,225.0625,1428,89.25
135,Volume,8/16/2017,3529,220.5625,1397,87.3125
135,Volume,8/17/2017,3713,232.0625,1381,86.3125
135,Volume,8/18/2017,3361,210.0625,1477,92.3125
135,Volume,8/21/2017,3099,193.6875,1579,98.6875
135,Volume,8/22/2017,3524,220.25,1597,99.8125
135,Volume,8/23/2017,3393,212.0625,1521,95.0625
135,Volume,8/24/2017,3395,212.1875,1585,99.0625
135,Volume,8/25/2017,3158,197.375,1463,91.4375
135,Volume,8/28/2017,3344,209,1645,102.8125
135,Volume,8/29/2017,3379,211.1875,1613,100.8125
135,Volume,8/30/2017,3715,232.1875,1872,117
135,Volume,8/31/2017,3757,234.8125,1924,120.25
135,Volume,9/1/2017,3833,239.5625,1971,123.1875
135,Volume,9/4/2017,3446,215.375,668,41.75
135,Volume,9/5/2017,4349,271.8125,1879,117.4375
135,Volume,9/6/2017,4144,259,1972,123.25
135,Volume,9/7/2017,4004,250.25,1943,121.4375
135,Volume,9/8/2017,3927,245.4375,2007,125.4375
135,Volume,9/11/2017,3823,238.9375,1892,118.25
135,Volume,9/12/2017,3926,245.375,2040,127.5
135,Volume,9/13/2017,3817,238.5625,1954,122.125
135,Volume,9/14/2017,3689,230.5625,1901,118.8125
135,Volume,9/15/2017,2251,140.6875,1860,116.25
135,Volume,9/18/2017,2059,128.6875,1697,106.0625
135,Volume,9/19/2017,2516,157.25,1699,106.1875
135,Volume,9/20/2017,2491,155.6875,1681,105.0625
135,Volume,9/21/2017,2579,161.1875,1589,99.3125
135,Volume,9/22/2017,0,NaN,1608,100.5
135,Volume,9/25/2017,323,20.1875,753,47.0625
135,Volume,9/26/2017,1,0.0625,4,0.25
135,Volume,9/27/2017,0,0,10,0.625
135,Volume,9/28/2017,0,0,0,0
135,Volume,9/29/2017,0,0,0,0
135,Volume,8/1/2018,25,1.5625,30,1.875
135,Volume,8/2/2018,27,1.6875,20,1.25
135,Volume,8/3/2018,36,2.25,11,0.6875
135,Volume,8/6/2018,58,3.625,16,1
135,Volume,8/7/2018,68,4.25,28,1.75
135,Volume,8/8/2018,35,2.1875,21,1.3125
135,Volume,8/9/2018,43,2.6875,15,0.9375
135,Volume,8/10/2018,45,2.8125,15,0.9375
135,Volume,8/13/2018,35,2.1875,16,1
135,Volume,8/14/2018,29,1.8125,8,0.5
135,Volume,8/15/2018,54,3.375,10,0.625
135,Volume,8/16/2018,76,4.75,19,1.1875
135,Volume,8/17/2018,47,2.9375,11,0.6875
135,Volume,8/20/2018,86,5.375,9,0.5625
135,Volume,8/21/2018,46,2.875,58,3.625
135,Volume,8/22/2018,88,5.5,22,1.375
135,Volume,8/23/2018,133,8.3125,30,1.875
135,Volume,8/24/2018,51,3.1875,28,1.75
135,Volume,8/27/2018,45,2.8125,20,1.25
135,Volume,8/28/2018,24,1.5,16,1
135,Volume,8/29/2018,42,2.625,13,0.8125
135,Volume,8/30/2018,34,2.125,8,0.5
135,Volume,8/31/2018,20,1.25,15,0.9375
135,Volume,9/3/2018,46,2.875,8,0.5
135,Volume,9/4/2018,29,1.8125,12,0.75
135,Volume,9/5/2018,53,3.3125,16,1
135,Volume,9/6/2018,37,2.3125,10,0.625
135,Volume,9/7/2018,76,4.75,26,1.625
135,Volume,9/10/2018,32,2,24,1.5
135,Volume,9/11/2018,34,2.125,14,0.875
135,Volume,9/12/2018,36,2.25,10,0.625
135,Volume,9/13/2018,36,2.25,4,0.25
135,Volume,9/14/2018,39,2.4375,16,1
135,Volume,9/17/2018,47,2.9375,19,1.1875
135,Volume,9/18/2018,38,2.375,22,1.375
135,Volume,9/19/2018,3,0.1875,13,0.8125
135,Volume,9/20/2018,32,2,9,0.5625
135,Volume,9/21/2018,38,2.375,18,1.125
135,Volume,9/24/2018,8,0.5,10,0.625
135,Volume,9/25/2018,8,0.5,7,0.4375
135,Volume,9/26/2018,11,0.6875,5,0.3125
135,Volume,9/27/2018,73,4.5625,19,1.1875
135,Volume,9/28/2018,0,0,26,1.625
135,Volume,10/1/2018,0,0,0,0
135,Volume,10/2/2018,0,0,0,0
135,Volume,10/3/2018,0,0,0,0
135,Volume,10/4/2018,0,0,0,0
135,Volume,10/5/2018,0,0,0,0
136,Volume,8/1/2017,2385,149.0625,989,61.8125
136,Volume,8/2/2017,2552,159.5,946,59.125
136,Volume,8/3/2017,2425,151.5625,876,54.75
136,Volume,8/4/2017,2116,132.25,849,53.0625
136,Volume,8/7/2017,2252,140.75,739,46.1875
136,Volume,8/8/2017,2316,144.75,825,51.5625
136,Volume,8/9/2017,1977,123.5625,820,51.25
136,Volume,8/10/2017,2239,139.9375,881,55.0625
136,Volume,8/11/2017,2143,133.9375,849,53.0625
136,Volume,8/14/2017,2504,156.5,934,58.375
136,Volume,8/15/2017,2351,146.9375,935,58.4375
136,Volume,8/16/2017,2429,151.8125,968,60.5
136,Volume,8/17/2017,2774,173.375,982,61.375
136,Volume,8/18/2017,2306,144.125,961,60.0625
136,Volume,8/21/2017,2199,137.4375,957,59.8125
136,Volume,8/22/2017,2311,144.4375,989,61.8125
136,Volume,8/23/2017,2365,147.8125,968,60.5
136,Volume,8/24/2017,2387,149.1875,998,62.375
136,Volume,8/25/2017,2245,140.3125,864,54
136,Volume,8/28/2017,2409,150.5625,990,61.875
136,Volume,8/29/2017,2505,156.5625,1033,64.5625
136,Volume,8/30/2017,2573,160.8125,1132,70.75
136,Volume,8/31/2017,2518,157.375,1195,74.6875
136,Volume,9/1/2017,2393,149.5625,1087,67.9375
136,Volume,9/4/2017,1969,123.0625,308,19.25
136,Volume,9/5/2017,2829,176.8125,1164,72.75
136,Volume,9/6/2017,2813,175.8125,1180,73.75
136,Volume,9/7/2017,2718,169.875,1227,76.6875
136,Volume,9/8/2017,2633,164.5625,1205,75.3125
136,Volume,9/11/2017,2593,162.0625,1154,72.125
136,Volume,9/12/2017,2485,155.3125,1566,97.875
136,Volume,9/13/2017,2551,159.4375,1176,73.5
136,Volume,9/14/2017,2438,152.375,1179,73.6875
136,Volume,9/15/2017,2365,147.8125,1188,74.25
136,Volume,9/18/2017,2597,162.3125,1223,76.4375
136,Volume,9/19/2017,2769,173.0625,1259,78.6875
136,Volume,9/20/2017,2587,161.6875,1238,77.375
136,Volume,9/21/2017,2607,162.9375,1085,67.8125
136,Volume,9/22/2017,3082,192.625,1270,79.375
136,Volume,9/25/2017,3360,210,1670,104.375
136,Volume,9/26/2017,3678,229.875,2182,136.375
136,Volume,9/27/2017,3992,249.5,2160,135
136,Volume,9/28/2017,4163,260.1875,2126,132.875
136,Volume,9/29/2017,3893,243.3125,2113,132.0625
136,Volume,8/1/2018,2086,130.375,722,45.125
136,Volume,8/2/2018,2023,126.4375,882,55.125
136,Volume,8/3/2018,2081,130.0625,886,55.375
136,Volume,8/6/2018,2124,132.75,855,53.4375
136,Volume,8/7/2018,2046,127.875,903,56.4375
136,Volume,8/8/2018,2135,133.4375,740,46.25
136,Volume,8/9/2018,1988,124.25,804,50.25
136,Volume,8/10/2018,2061,128.8125,832,52
136,Volume,8/13/2018,2038,127.375,770,48.125
136,Volume,8/14/2018,2124,132.75,876,54.75
136,Volume,8/15/2018,2008,125.5,876,54.75
136,Volume,8/16/2018,1917,119.8125,800,50
136,Volume,8/17/2018,2112,132,867,54.1875
136,Volume,8/20/2018,1766,110.375,757,47.3125
136,Volume,8/21/2018,2034,127.125,930,58.125
136,Volume,8/22/2018,1962,122.625,912,57
136,Volume,8/23/2018,1934,120.875,894,55.875
136,Volume,8/24/2018,1928,120.5,880,55
136,Volume,8/27/2018,1723,107.6875,902,56.375
136,Volume,8/28/2018,1978,123.625,785,49.0625
136,Volume,8/29/2018,1750,109.375,906,56.625
136,Volume,8/30/2018,1876,117.25,873,54.5625
136,Volume,8/31/2018,1940,121.25,920,57.5
136,Volume,9/3/2018,2089,130.5625,258,16.125
136,Volume,9/4/2018,1850,115.625,852,53.25
136,Volume,9/5/2018,2035,127.1875,888,55.5
136,Volume,9/6/2018,2151,134.4375,813,50.8125
136,Volume,9/7/2018,1976,123.5,944,59
136,Volume,9/10/2018,2033,127.0625,803,50.1875
136,Volume,9/11/2018,2083,130.1875,854,53.375
136,Volume,9/12/2018,1949,121.8125,848,53
136,Volume,9/13/2018,2080,130,848,53
136,Volume,9/14/2018,2094,130.875,931,58.1875
136,Volume,9/17/2018,1772,110.75,835,52.1875
136,Volume,9/18/2018,2080,130,824,51.5
136,Volume,9/19/2018,1892,118.25,798,49.875
136,Volume,9/20/2018,1414,88.375,727,45.4375
136,Volume,9/21/2018,1847,115.4375,754,47.125
136,Volume,9/24/2018,2136,133.5,798,49.875
136,Volume,9/25/2018,2157,134.8125,841,52.5625
136,Volume,9/26/2018,1801,112.5625,822,51.375
136,Volume,9/27/2018,2039,127.4375,878,54.875
136,Volume,9/28/2018,1681,105.0625,835,52.1875
136,Volume,10/1/2018,2061,128.8125,835,52.1875
136,Volume,10/2/2018,2127,132.9375,856,53.5
136,Volume,10/3/2018,1872,117,861,53.8125
136,Volume,10/4/2018,2051,128.1875,713,44.5625
136,Volume,10/5/2018,1872,117,724,45.25
138,Volume,8/1/2017,1096,68.5,493,30.8125
138,Volume,8/2/2017,1098,68.625,463,28.9375
138,Volume,8/3/2017,1063,66.4375,620,38.75
138,Volume,8/4/2017,1032,64.5,375,23.4375
138,Volume,8/7/2017,996,62.25,383,23.9375
138,Volume,8/8/2017,1011,63.1875,389,24.3125
138,Volume,8/9/2017,978,61.125,426,26.625
138,Volume,8/10/2017,1087,67.9375,397,24.8125
138,Volume,8/11/2017,1063,66.4375,338,21.125
138,Volume,8/14/2017,1069,66.8125,411,25.6875
138,Volume,8/15/2017,1080,67.5,397,24.8125
138,Volume,8/16/2017,1047,65.4375,419,26.1875
138,Volume,8/17/2017,1581,98.8125,432,27
138,Volume,8/18/2017,1108,69.25,395,24.6875
138,Volume,8/21/2017,1086,67.875,401,25.0625
138,Volume,8/22/2017,1104,69,496,31
138,Volume,8/23/2017,1179,73.6875,436,27.25
138,Volume,8/24/2017,1106,69.125,412,25.75
138,Volume,8/25/2017,1171,73.1875,353,22.0625
138,Volume,8/28/2017,1066,66.625,508,31.75
138,Volume,8/29/2017,1036,64.75,520,32.5
138,Volume,8/30/2017,1123,70.1875,670,41.875
138,Volume,8/31/2017,1110,69.375,611,38.1875
138,Volume,9/1/2017,1180,73.75,468,29.25
138,Volume,9/4/2017,795,49.6875,158,9.875
138,Volume,9/5/2017,1173,73.3125,597,37.3125
138,Volume,9/6/2017,1102,68.875,676,42.25
138,Volume,9/7/2017,1243,77.6875,527,32.9375
138,Volume,9/8/2017,1259,78.6875,617,38.5625
138,Volume,9/11/2017,1027,64.1875,633,39.5625
138,Volume,9/12/2017,1065,66.5625,718,44.875
138,Volume,9/13/2017,995,62.1875,738,46.125
138,Volume,9/14/2017,1173,73.3125,723,45.1875
138,Volume,9/15/2017,908,56.75,578,36.125
138,Volume,9/18/2017,905,56.5625,744,46.5
138,Volume,9/19/2017,1032,64.5,851,53.1875
138,Volume,9/20/2017,1034,64.625,823,51.4375
138,Volume,9/21/2017,1111,69.4375,891,55.6875
138,Volume,9/22/2017,1098,68.625,643,40.1875
138,Volume,9/25/2017,804,50.25,798,49.875
138,Volume,9/26/2017,889,55.5625,631,39.4375
138,Volume,9/27/2017,902,56.375,888,55.5
138,Volume,9/28/2017,1001,62.5625,669,41.8125
138,Volume,9/29/2017,977,61.0625,631,39.4375
138,Volume,8/1/2018,495,30.9375,245,15.3125
138,Volume,8/2/2018,495,30.9375,257,16.0625
138,Volume,8/3/2018,469,29.3125,214,13.375
138,Volume,8/6/2018,524,32.75,246,15.375
138,Volume,8/7/2018,481,30.0625,250,15.625
138,Volume,8/8/2018,472,29.5,226,14.125
138,Volume,8/9/2018,497,31.0625,232,14.5
138,Volume,8/10/2018,499,31.1875,222,13.875
138,Volume,8/13/2018,537,33.5625,242,15.125
138,Volume,8/14/2018,446,27.875,249,15.5625
138,Volume,8/15/2018,482,30.125,241,15.0625
138,Volume,8/16/2018,486,30.375,265,16.5625
138,Volume,8/17/2018,493,30.8125,249,15.5625
138,Volume,8/20/2018,521,32.5625,234,14.625
138,Volume,8/21/2018,501,31.3125,234,14.625
138,Volume,8/22/2018,515,32.1875,270,16.875
138,Volume,8/23/2018,529,33.0625,244,15.25
138,Volume,8/24/2018,492,30.75,216,13.5
138,Volume,8/27/2018,463,28.9375,269,16.8125
138,Volume,8/28/2018,529,33.0625,260,16.25
138,Volume,8/29/2018,498,31.125,263,16.4375
138,Volume,8/30/2018,491,30.6875,291,18.1875
138,Volume,8/31/2018,534,33.375,285,17.8125
138,Volume,9/3/2018,503,31.4375,87,5.4375
138,Volume,9/4/2018,507,31.6875,255,15.9375
138,Volume,9/5/2018,544,34,256,16
138,Volume,9/6/2018,516,32.25,302,18.875
138,Volume,9/7/2018,500,31.25,287,17.9375
138,Volume,9/10/2018,578,36.125,276,17.25
138,Volume,9/11/2018,528,33,278,17.375
138,Volume,9/12/2018,522,32.625,295,18.4375
138,Volume,9/13/2018,523,32.6875,265,16.5625
138,Volume,9/14/2018,534,33.375,284,17.75
138,Volume,9/17/2018,522,32.625,267,16.6875
138,Volume,9/18/2018,570,35.625,280,17.5
138,Volume,9/19/2018,534,33.375,288,18
138,Volume,9/20/2018,425,26.5625,279,17.4375
138,Volume,9/21/2018,550,34.375,276,17.25
138,Volume,9/24/2018,575,35.9375,294,18.375
138,Volume,9/25/2018,568,35.5,279,17.4375
138,Volume,9/26/2018,485,30.3125,279,17.4375
138,Volume,9/27/2018,547,34.1875,278,17.375
138,Volume,9/28/2018,511,31.9375,297,18.5625
138,Volume,10/1/2018,574,35.875,277,17.3125
138,Volume,10/2/2018,567,35.4375,265,16.5625
138,Volume,10/3/2018,489,30.5625,346,21.625
138,Volume,10/4/2018,472,29.5,288,18
138,Volume,10/5/2018,518,32.375,265,16.5625
143,Volume,8/1/2017,950,59.375,1027,64.1875
143,Volume,8/2/2017,1281,80.0625,1015,63.4375
143,Volume,8/3/2017,973,60.8125,951,59.4375
143,Volume,8/4/2017,1065,66.5625,521,32.5625
143,Volume,8/7/2017,1231,76.9375,772,48.25
143,Volume,8/8/2017,983,61.4375,984,61.5
143,Volume,8/9/2017,1235,77.1875,877,54.8125
143,Volume,8/10/2017,1035,64.6875,688,43
143,Volume,8/11/2017,892,55.75,424,26.5
143,Volume,8/14/2017,956,59.75,597,37.3125
143,Volume,8/15/2017,1108,69.25,949,59.3125
143,Volume,8/16/2017,983,61.4375,740,46.25
143,Volume,8/17/2017,2048,128,756,47.25
143,Volume,8/18/2017,1093,68.3125,449,28.0625
143,Volume,8/21/2017,952,59.5,613,38.3125
143,Volume,8/22/2017,1090,68.125,762,47.625
143,Volume,8/23/2017,1004,62.75,820,51.25
143,Volume,8/24/2017,1137,71.0625,680,42.5
143,Volume,8/25/2017,968,60.5,580,36.25
143,Volume,8/28/2017,947,59.1875,751,46.9375
143,Volume,8/29/2017,1130,70.625,841,52.5625
143,Volume,8/30/2017,1053,65.8125,1016,63.5
143,Volume,8/31/2017,1195,74.6875,859,53.6875
143,Volume,9/1/2017,1017,63.5625,404,25.25
143,Volume,9/4/2017,602,37.625,103,6.4375
143,Volume,9/5/2017,1045,65.3125,713,44.5625
143,Volume,9/6/2017,1022,63.875,989,61.8125
143,Volume,9/7/2017,1073,67.0625,878,54.875
143,Volume,9/8/2017,1034,64.625,697,43.5625
143,Volume,9/11/2017,896,56,957,59.8125
143,Volume,9/12/2017,920,57.5,1452,90.75
143,Volume,9/13/2017,1115,69.6875,1173,73.3125
143,Volume,9/14/2017,910,56.875,1199,74.9375
143,Volume,9/15/2017,911,56.9375,1221,76.3125
143,Volume,9/18/2017,898,56.125,1331,83.1875
143,Volume,9/19/2017,931,58.1875,1494,93.375
143,Volume,9/20/2017,962,60.125,1397,87.3125
143,Volume,9/21/2017,1010,63.125,1331,83.1875
143,Volume,9/22/2017,1132,70.75,1156,72.25
143,Volume,9/25/2017,948,59.25,1311,81.9375
143,Volume,9/26/2017,931,58.1875,1012,63.25
143,Volume,9/27/2017,1175,73.4375,1514,94.625
143,Volume,9/28/2017,1080,67.5,766,47.875
143,Volume,9/29/2017,937,58.5625,619,38.6875
143,Volume,8/1/2018,0,0,0,0
143,Volume,8/2/2018,2,0.125,1,0.0625
143,Volume,8/3/2018,0,0,0,0
143,Volume,8/6/2018,0,0,3,0.1875
143,Volume,8/7/2018,0,0,0,0
143,Volume,8/8/2018,0,0,0,0
143,Volume,8/9/2018,0,0,0,0
143,Volume,8/10/2018,0,0,0,0
143,Volume,8/13/2018,0,0,0,0
143,Volume,8/14/2018,1,0.0625,0,0
143,Volume,8/15/2018,255,15.9375,0,0
143,Volume,8/16/2018,553,34.5625,327,20.4375
143,Volume,8/17/2018,533,33.3125,227,14.1875
143,Volume,8/20/2018,668,41.75,520,32.5
143,Volume,8/21/2018,813,50.8125,655,40.9375
