 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
2228,Volume,8/16/2017,3201,200.0625,3804,237.75
2228,Volume,8/17/2017,3189,199.3125,4120,257.5
2228,Volume,8/18/2017,3022,188.875,3709,231.8125
2228,Volume,8/21/2017,2857,178.5625,3952,247
2228,Volume,8/22/2017,3060,191.25,4115,257.1875
2228,Volume,8/23/2017,2982,186.375,4331,270.6875
2228,Volume,8/24/2017,2974,185.875,4127,257.9375
2228,Volume,8/25/2017,3019,188.6875,3642,227.625
2228,Volume,8/28/2017,2891,180.6875,3986,249.125
2228,Volume,8/29/2017,3640,227.5,4153,259.5625
2228,Volume,8/30/2017,3801,237.5625,4257,266.0625
2228,Volume,8/31/2017,3995,249.6875,4013,250.8125
2228,Volume,9/1/2017,2852,178.25,3479,217.4375
2228,Volume,9/4/2017,1786,111.625,478,29.875
2228,Volume,9/5/2017,2128,133,4119,257.4375
2228,Volume,9/6/2017,2827,176.6875,4308,269.25
2228,Volume,9/7/2017,3223,201.4375,4184,261.5
2228,Volume,9/8/2017,4232,264.5,3936,246
2228,Volume,9/11/2017,3588,224.25,4100,256.25
2228,Volume,9/12/2017,3852,240.75,4295,268.4375
2228,Volume,9/13/2017,3898,243.625,4180,261.25
2228,Volume,9/14/2017,3910,244.375,4338,271.125
2228,Volume,9/15/2017,3898,243.625,4119,257.4375
2228,Volume,9/18/2017,3325,207.8125,4287,267.9375
2228,Volume,9/19/2017,3386,211.625,4293,268.3125
2228,Volume,9/20/2017,3803,237.6875,4277,267.3125
2228,Volume,9/21/2017,3711,231.9375,4100,256.25
2228,Volume,9/22/2017,3527,220.4375,3970,248.125
2228,Volume,9/25/2017,3243,202.6875,3840,240
2228,Volume,9/26/2017,3438,214.875,4230,264.375
2228,Volume,9/27/2017,3942,246.375,4268,266.75
2228,Volume,9/28/2017,3820,238.75,4300,268.75
2228,Volume,9/29/2017,4461,278.8125,3810,238.125
2228,Volume,8/1/2018,3192,199.5,4006,250.375
2228,Volume,8/2/2018,3250,203.125,3957,247.3125
2228,Volume,8/3/2018,3095,193.4375,3495,218.4375
2228,Volume,8/6/2018,3001,187.5625,3851,240.6875
2228,Volume,8/7/2018,3224,201.5,3936,246
2228,Volume,8/8/2018,3586,224.125,4249,265.5625
2228,Volume,8/9/2018,3266,204.125,3901,243.8125
2228,Volume,8/10/2018,3392,212,3519,219.9375
2228,Volume,8/13/2018,2652,165.75,3725,232.8125
2228,Volume,8/14/2018,3584,224,3994,249.625
2228,Volume,8/15/2018,3353,209.5625,3889,243.0625
2228,Volume,8/16/2018,3888,243,3939,246.1875
2228,Volume,8/17/2018,3459,216.1875,3562,222.625
2228,Volume,8/20/2018,3475,217.1875,3788,236.75
2228,Volume,8/21/2018,3323,207.6875,3874,242.125
2228,Volume,8/22/2018,3404,212.75,3927,245.4375
2228,Volume,8/23/2018,3918,244.875,3762,235.125
2228,Volume,8/24/2018,3677,229.8125,3431,214.4375
2228,Volume,8/27/2018,3309,206.8125,3849,240.5625
2228,Volume,8/28/2018,3622,226.375,3909,244.3125
2228,Volume,8/29/2018,3620,226.25,4029,251.8125
2228,Volume,8/30/2018,3578,223.625,3896,243.5
2228,Volume,8/31/2018,4210,263.125,3313,207.0625
2228,Volume,9/3/2018,1718,107.375,478,29.875
2228,Volume,9/4/2018,3450,215.625,3750,234.375
2228,Volume,9/5/2018,3637,227.3125,3895,243.4375
2228,Volume,9/6/2018,4052,253.25,4035,252.1875
2228,Volume,9/7/2018,4165,260.3125,4034,252.125
2228,Volume,9/10/2018,3855,240.9375,3931,245.6875
2228,Volume,9/11/2018,3435,214.6875,4144,259
2228,Volume,9/12/2018,4129,258.0625,3935,245.9375
2228,Volume,9/13/2018,3829,239.3125,3966,247.875
2228,Volume,9/14/2018,3778,236.125,3941,246.3125
2228,Volume,9/17/2018,3467,216.6875,3804,237.75
2228,Volume,9/18/2018,3882,242.625,3965,247.8125
2228,Volume,9/19/2018,3705,231.5625,4086,255.375
2228,Volume,9/20/2018,3716,232.25,3818,238.625
2228,Volume,9/21/2018,4164,260.25,3905,244.0625
2228,Volume,9/24/2018,3543,221.4375,3973,248.3125
2228,Volume,9/25/2018,4007,250.4375,4216,263.5
2228,Volume,9/26/2018,4101,256.3125,3998,249.875
2228,Volume,9/27/2018,3945,246.5625,4096,256
2228,Volume,9/28/2018,4387,274.1875,3843,240.1875
2228,Volume,10/1/2018,3043,190.1875,3937,246.0625
2228,Volume,10/2/2018,3540,221.25,3980,248.75
2228,Volume,10/3/2018,4012,250.75,4046,252.875
2228,Volume,10/4/2018,4039,252.4375,4010,250.625
2228,Volume,10/5/2018,4252,265.75,3672,229.5
2233,Volume,8/1/2017,2108,131.75,831,51.9375
2233,Volume,8/2/2017,2030,126.875,906,56.625
2233,Volume,8/3/2017,2112,132,828,51.75
2233,Volume,8/4/2017,2122,132.625,941,58.8125
2233,Volume,8/7/2017,1986,124.125,884,55.25
2233,Volume,8/8/2017,2080,130,893,55.8125
2233,Volume,8/9/2017,2071,129.4375,994,62.125
2233,Volume,8/10/2017,2114,132.125,912,57
2233,Volume,8/11/2017,1983,123.9375,857,53.5625
2233,Volume,8/14/2017,2355,147.1875,975,60.9375
2233,Volume,8/15/2017,2520,157.5,962,60.125
2233,Volume,8/16/2017,2419,151.1875,976,61
2233,Volume,8/17/2017,2518,157.375,962,60.125
2233,Volume,8/18/2017,1998,124.875,924,57.75
2233,Volume,8/21/2017,2139,133.6875,923,57.6875
2233,Volume,8/22/2017,2383,148.9375,944,59
2233,Volume,8/23/2017,2467,154.1875,968,60.5
2233,Volume,8/24/2017,2435,152.1875,939,58.6875
2233,Volume,8/25/2017,2310,144.375,1001,62.5625
2233,Volume,8/28/2017,2377,148.5625,977,61.0625
2233,Volume,8/29/2017,2354,147.125,963,60.1875
2233,Volume,8/30/2017,2436,152.25,877,54.8125
2233,Volume,8/31/2017,2289,143.0625,907,56.6875
2233,Volume,9/1/2017,1823,113.9375,827,51.6875
2233,Volume,9/4/2017,1120,70,319,19.9375
2233,Volume,9/5/2017,2123,132.6875,880,55
2233,Volume,9/6/2017,2220,138.75,877,54.8125
2233,Volume,9/7/2017,2384,149,870,54.375
2233,Volume,9/8/2017,2539,158.6875,834,52.125
2233,Volume,9/11/2017,2367,147.9375,771,48.1875
2233,Volume,9/12/2017,2417,151.0625,915,57.1875
2233,Volume,9/13/2017,2357,147.3125,924,57.75
2233,Volume,9/14/2017,2479,154.9375,890,55.625
2233,Volume,9/15/2017,2516,157.25,891,55.6875
2233,Volume,9/18/2017,2226,139.125,900,56.25
2233,Volume,9/19/2017,2228,139.25,847,52.9375
2233,Volume,9/20/2017,2330,145.625,891,55.6875
2233,Volume,9/21/2017,2423,151.4375,915,57.1875
2233,Volume,9/22/2017,2190,136.875,821,51.3125
2233,Volume,9/25/2017,2336,146,849,53.0625
2233,Volume,9/26/2017,2381,148.8125,865,54.0625
2233,Volume,9/27/2017,2328,145.5,840,52.5
2233,Volume,9/28/2017,2228,139.25,819,51.1875
2233,Volume,9/29/2017,2190,136.875,853,53.3125
2233,Volume,8/1/2018,1180,73.75,1297,81.0625
2233,Volume,8/2/2018,1299,81.1875,1312,82
2233,Volume,8/3/2018,1517,94.8125,1251,78.1875
2233,Volume,8/6/2018,1557,97.3125,1315,82.1875
2233,Volume,8/7/2018,1246,77.875,1280,80
2233,Volume,8/8/2018,1929,120.5625,1281,80.0625
2233,Volume,8/9/2018,1517,94.8125,1251,78.1875
2233,Volume,8/10/2018,1567,97.9375,1238,77.375
2233,Volume,8/13/2018,1458,91.125,1170,73.125
2233,Volume,8/14/2018,1337,83.5625,1245,77.8125
2233,Volume,8/15/2018,1114,69.625,1237,77.3125
2233,Volume,8/16/2018,1269,79.3125,1177,73.5625
2233,Volume,8/17/2018,1616,101,1237,77.3125
2233,Volume,8/20/2018,1178,73.625,1258,78.625
2233,Volume,8/21/2018,1338,83.625,1278,79.875
2233,Volume,8/22/2018,1211,75.6875,1231,76.9375
2233,Volume,8/23/2018,1241,77.5625,1235,77.1875
2233,Volume,8/24/2018,1605,100.3125,1265,79.0625
2233,Volume,8/27/2018,1158,72.375,1371,85.6875
2233,Volume,8/28/2018,1083,67.6875,1294,80.875
2233,Volume,8/29/2018,1204,75.25,1302,81.375
2233,Volume,8/30/2018,1385,86.5625,1303,81.4375
2233,Volume,8/31/2018,2109,131.8125,1301,81.3125
2233,Volume,9/3/2018,1245,77.8125,436,27.25
2233,Volume,9/4/2018,1251,78.1875,1338,83.625
2233,Volume,9/5/2018,1203,75.1875,1348,84.25
2233,Volume,9/6/2018,1111,69.4375,1306,81.625
2233,Volume,9/7/2018,1258,78.625,1289,80.5625
2233,Volume,9/10/2018,1304,81.5,1346,84.125
2233,Volume,9/11/2018,1166,72.875,1358,84.875
2233,Volume,9/12/2018,1189,74.3125,1344,84
2233,Volume,9/13/2018,1320,82.5,1406,87.875
2233,Volume,9/14/2018,1334,83.375,1341,83.8125
2233,Volume,9/17/2018,1085,67.8125,1369,85.5625
2233,Volume,9/18/2018,1315,82.1875,1361,85.0625
2233,Volume,9/19/2018,1148,71.75,1316,82.25
2233,Volume,9/20/2018,895,55.9375,1356,84.75
2233,Volume,9/21/2018,1271,79.4375,1381,86.3125
2233,Volume,9/24/2018,1437,89.8125,1431,89.4375
2233,Volume,9/25/2018,1346,84.125,1383,86.4375
2233,Volume,9/26/2018,1088,68,1410,88.125
2233,Volume,9/27/2018,1512,94.5,1417,88.5625
2233,Volume,9/28/2018,1172,73.25,1349,84.3125
2233,Volume,10/1/2018,1337,83.5625,1354,84.625
2233,Volume,10/2/2018,1284,80.25,1347,84.1875
2233,Volume,10/3/2018,1140,71.25,1341,83.8125
2233,Volume,10/4/2018,1285,80.3125,1376,86
2233,Volume,10/5/2018,1249,78.0625,1320,82.5
2234,Volume,8/1/2017,1188,74.25,255,15.9375
2234,Volume,8/2/2017,1187,74.1875,236,14.75
2234,Volume,8/3/2017,1233,77.0625,242,15.125
2234,Volume,8/4/2017,1307,81.6875,309,19.3125
2234,Volume,8/7/2017,1234,77.125,339,21.1875
2234,Volume,8/8/2017,1152,72,312,19.5
2234,Volume,8/9/2017,1180,73.75,323,20.1875
2234,Volume,8/10/2017,1241,77.5625,323,20.1875
2234,Volume,8/11/2017,1129,70.5625,293,18.3125
2234,Volume,8/14/2017,1138,71.125,314,19.625
2234,Volume,8/15/2017,1261,78.8125,315,19.6875
2234,Volume,8/16/2017,1301,81.3125,349,21.8125
2234,Volume,8/17/2017,1290,80.625,311,19.4375
2234,Volume,8/18/2017,1179,73.6875,285,17.8125
2234,Volume,8/21/2017,1101,68.8125,324,20.25
2234,Volume,8/22/2017,1207,75.4375,315,19.6875
2234,Volume,8/23/2017,942,58.875,242,15.125
2234,Volume,8/24/2017,930,58.125,274,17.125
2234,Volume,8/25/2017,1118,69.875,268,16.75
2234,Volume,8/28/2017,1383,86.4375,357,22.3125
2234,Volume,8/29/2017,1377,86.0625,292,18.25
2234,Volume,8/30/2017,1346,84.125,262,16.375
2234,Volume,8/31/2017,1419,88.6875,300,18.75
2234,Volume,9/1/2017,1343,83.9375,252,15.75
2234,Volume,9/4/2017,606,37.875,85,5.3125
2234,Volume,9/5/2017,1449,90.5625,319,19.9375
2234,Volume,9/6/2017,1503,93.9375,266,16.625
2234,Volume,9/7/2017,1501,93.8125,231,14.4375
2234,Volume,9/8/2017,1414,88.375,298,18.625
2234,Volume,9/11/2017,1505,94.0625,277,17.3125
2234,Volume,9/12/2017,1481,92.5625,289,18.0625
2234,Volume,9/13/2017,1458,91.125,263,16.4375
2234,Volume,9/14/2017,1513,94.5625,290,18.125
2234,Volume,9/15/2017,1416,88.5,313,19.5625
2234,Volume,9/18/2017,1427,89.1875,315,19.6875
2234,Volume,9/19/2017,1456,91,299,18.6875
2234,Volume,9/20/2017,1481,92.5625,338,21.125
2234,Volume,9/21/2017,1405,87.8125,308,19.25
2234,Volume,9/22/2017,1342,83.875,313,19.5625
2234,Volume,9/25/2017,1496,93.5,325,20.3125
2234,Volume,9/26/2017,1293,80.8125,305,19.0625
2234,Volume,9/27/2017,1387,86.6875,221,13.8125
2234,Volume,9/28/2017,1431,89.4375,232,14.5
2234,Volume,9/29/2017,1247,77.9375,249,15.5625
2234,Volume,8/1/2018,814,50.875,344,21.5
2234,Volume,8/2/2018,864,54,128,8
2234,Volume,8/3/2018,874,54.625,395,24.6875
2234,Volume,8/6/2018,809,50.5625,341,21.3125
2234,Volume,8/7/2018,846,52.875,379,23.6875
2234,Volume,8/8/2018,904,56.5,349,21.8125
2234,Volume,8/9/2018,872,54.5,376,23.5
2234,Volume,8/10/2018,852,53.25,326,20.375
2234,Volume,8/13/2018,816,51,390,24.375
2234,Volume,8/14/2018,858,53.625,368,23
2234,Volume,8/15/2018,826,51.625,391,24.4375
2234,Volume,8/16/2018,856,53.5,361,22.5625
2234,Volume,8/17/2018,914,57.125,334,20.875
2234,Volume,8/20/2018,870,54.375,357,22.3125
2234,Volume,8/21/2018,838,52.375,395,24.6875
2234,Volume,8/22/2018,825,51.5625,315,19.6875
2234,Volume,8/23/2018,918,57.375,399,24.9375
2234,Volume,8/24/2018,1346,84.125,300,18.75
2234,Volume,8/27/2018,822,51.375,516,32.25
2234,Volume,8/28/2018,827,51.6875,381,23.8125
2234,Volume,8/29/2018,856,53.5,434,27.125
2234,Volume,8/30/2018,1067,66.6875,509,31.8125
2234,Volume,8/31/2018,1450,90.625,505,31.5625
2234,Volume,9/3/2018,837,52.3125,185,11.5625
2234,Volume,9/4/2018,980,61.25,578,36.125
2234,Volume,9/5/2018,1009,63.0625,548,34.25
2234,Volume,9/6/2018,884,55.25,471,29.4375
2234,Volume,9/7/2018,907,56.6875,380,23.75
2234,Volume,9/10/2018,1089,68.0625,532,33.25
2234,Volume,9/11/2018,893,55.8125,313,19.5625
2234,Volume,9/12/2018,909,56.8125,615,38.4375
2234,Volume,9/13/2018,987,61.6875,500,31.25
2234,Volume,9/14/2018,1043,65.1875,530,33.125
2234,Volume,9/17/2018,847,52.9375,524,32.75
2234,Volume,9/18/2018,998,62.375,570,35.625
2234,Volume,9/19/2018,909,56.8125,546,34.125
2234,Volume,9/20/2018,773,48.3125,551,34.4375
2234,Volume,9/21/2018,912,57,512,32
2234,Volume,9/24/2018,1108,69.25,483,30.1875
2234,Volume,9/25/2018,967,60.4375,56,3.5
2234,Volume,9/26/2018,832,52,224,14
2234,Volume,9/27/2018,713,44.5625,115,7.1875
2234,Volume,9/28/2018,853,53.3125,436,27.25
2234,Volume,10/1/2018,340,21.25,117,7.3125
2234,Volume,10/2/2018,499,31.1875,512,32
2234,Volume,10/3/2018,890,55.625,462,28.875
2234,Volume,10/4/2018,960,60,509,31.8125
2234,Volume,10/5/2018,0,0,181,11.3125
2235,Volume,8/1/2017,859,53.6875,162,10.125
2235,Volume,8/2/2017,965,60.3125,180,11.25
2235,Volume,8/3/2017,1020,63.75,162,10.125
2235,Volume,8/4/2017,668,41.75,214,13.375
2235,Volume,8/7/2017,847,52.9375,181,11.3125
2235,Volume,8/8/2017,880,55,168,10.5
2235,Volume,8/9/2017,857,53.5625,169,10.5625
2235,Volume,8/10/2017,776,48.5,175,10.9375
2235,Volume,8/11/2017,583,36.4375,187,11.6875
2235,Volume,8/14/2017,837,52.3125,161,10.0625
2235,Volume,8/15/2017,927,57.9375,179,11.1875
2235,Volume,8/16/2017,869,54.3125,178,11.125
2235,Volume,8/17/2017,1044,65.25,170,10.625
2235,Volume,8/18/2017,729,45.5625,198,12.375
2235,Volume,8/21/2017,872,54.5,180,11.25
2235,Volume,8/22/2017,948,59.25,181,11.3125
2235,Volume,8/23/2017,932,58.25,167,10.4375
2235,Volume,8/24/2017,864,54,186,11.625
2235,Volume,8/25/2017,797,49.8125,186,11.625
2235,Volume,8/28/2017,792,49.5,198,12.375
2235,Volume,8/29/2017,812,50.75,175,10.9375
2235,Volume,8/30/2017,783,48.9375,168,10.5
2235,Volume,8/31/2017,184,11.5,145,9.0625
2235,Volume,9/1/2017,541,33.8125,161,10.0625
2235,Volume,9/4/2017,191,11.9375,49,3.0625
2235,Volume,9/5/2017,805,50.3125,197,12.3125
2235,Volume,9/6/2017,752,47,156,9.75
2235,Volume,9/7/2017,900,56.25,128,8
2235,Volume,9/8/2017,349,21.8125,152,9.5
2235,Volume,9/11/2017,7,0.4375,146,9.125
2235,Volume,9/12/2017,812,50.75,173,10.8125
2235,Volume,9/13/2017,906,56.625,132,8.25
2235,Volume,9/14/2017,903,56.4375,138,8.625
2235,Volume,9/15/2017,841,52.5625,135,8.4375
2235,Volume,9/18/2017,865,54.0625,152,9.5
2235,Volume,9/19/2017,927,57.9375,165,10.3125
2235,Volume,9/20/2017,911,56.9375,188,11.75
2235,Volume,9/21/2017,844,52.75,184,11.5
2235,Volume,9/22/2017,620,38.75,139,8.6875
2235,Volume,9/25/2017,780,48.75,172,10.75
2235,Volume,9/26/2017,753,47.0625,179,11.1875
2235,Volume,9/27/2017,755,47.1875,196,12.25
2235,Volume,9/28/2017,715,44.6875,172,10.75
2235,Volume,9/29/2017,609,38.0625,136,8.5
2235,Volume,8/1/2018,2022,126.375,572,35.75
2235,Volume,8/2/2018,1938,121.125,559,34.9375
2235,Volume,8/3/2018,1540,96.25,542,33.875
2235,Volume,8/6/2018,1824,114,497,31.0625
2235,Volume,8/7/2018,1778,111.125,538,33.625
2235,Volume,8/8/2018,662,41.375,549,34.3125
2235,Volume,8/9/2018,1889,118.0625,568,35.5
2235,Volume,8/10/2018,1630,101.875,541,33.8125
2235,Volume,8/13/2018,1754,109.625,515,32.1875
2235,Volume,8/14/2018,1885,117.8125,517,32.3125
2235,Volume,8/15/2018,1887,117.9375,610,38.125
2235,Volume,8/16/2018,1932,120.75,536,33.5
2235,Volume,8/17/2018,1688,105.5,626,39.125
2235,Volume,8/20/2018,1851,115.6875,555,34.6875
2235,Volume,8/21/2018,1788,111.75,506,31.625
2235,Volume,8/22/2018,1852,115.75,599,37.4375
2235,Volume,8/23/2018,1922,120.125,604,37.75
2235,Volume,8/24/2018,630,39.375,641,40.0625
2235,Volume,8/27/2018,1654,103.375,577,36.0625
2235,Volume,8/28/2018,1856,116,692,43.25
2235,Volume,8/29/2018,1766,110.375,688,43
2235,Volume,8/30/2018,1871,116.9375,615,38.4375
2235,Volume,8/31/2018,550,34.375,657,41.0625
2235,Volume,9/3/2018,555,34.6875,330,20.625
2235,Volume,9/4/2018,1818,113.625,617,38.5625
2235,Volume,9/5/2018,1950,121.875,590,36.875
2235,Volume,9/6/2018,2009,125.5625,690,43.125
2235,Volume,9/7/2018,1876,117.25,687,42.9375
2235,Volume,9/10/2018,1893,118.3125,763,47.6875
2235,Volume,9/11/2018,2103,131.4375,696,43.5
2235,Volume,9/12/2018,2103,131.4375,716,44.75
2235,Volume,9/13/2018,2070,129.375,801,50.0625
2235,Volume,9/14/2018,2028,126.75,671,41.9375
2235,Volume,9/17/2018,1783,111.4375,681,42.5625
2235,Volume,9/18/2018,2082,130.125,671,41.9375
2235,Volume,9/19/2018,1875,117.1875,671,41.9375
2235,Volume,9/20/2018,1609,100.5625,783,48.9375
2235,Volume,9/21/2018,1950,121.875,799,49.9375
2235,Volume,9/24/2018,1946,121.625,704,44
2235,Volume,9/25/2018,1982,123.875,648,40.5
2235,Volume,9/26/2018,1764,110.25,732,45.75
2235,Volume,9/27/2018,2207,137.9375,747,46.6875
2235,Volume,9/28/2018,1637,102.3125,668,41.75
2235,Volume,10/1/2018,1875,117.1875,562,35.125
2235,Volume,10/2/2018,2059,128.6875,608,38
2235,Volume,10/3/2018,1903,118.9375,562,35.125
2235,Volume,10/4/2018,2142,133.875,747,46.6875
2235,Volume,10/5/2018,1950,121.875,759,47.4375
2245,Volume,8/1/2017,14,0.875,2,0.125
2245,Volume,8/2/2017,9,0.5625,1,0.0625
2245,Volume,8/3/2017,15,0.9375,3,0.1875
2245,Volume,8/4/2017,14,0.875,2,0.125
2245,Volume,8/7/2017,7,0.4375,2,0.125
2245,Volume,8/8/2017,23,1.4375,1,0.0625
2245,Volume,8/9/2017,15,0.9375,2,0.125
2245,Volume,8/10/2017,14,0.875,1,0.0625
2245,Volume,8/11/2017,11,0.6875,0,0
2245,Volume,8/14/2017,13,0.8125,1,0.0625
2245,Volume,8/15/2017,12,0.75,3,0.1875
2245,Volume,8/16/2017,8,0.5,2,0.125
2245,Volume,8/17/2017,25,1.5625,3,0.1875
2245,Volume,8/18/2017,16,1,2,0.125
2245,Volume,8/21/2017,11,0.6875,1,0.0625
2245,Volume,8/22/2017,13,0.8125,2,0.125
2245,Volume,8/23/2017,11,0.6875,2,0.125
2245,Volume,8/24/2017,18,1.125,0,0
2245,Volume,8/25/2017,14,0.875,8,0.5
2245,Volume,8/28/2017,16,1,0,0
2245,Volume,8/29/2017,15,0.9375,2,0.125
2245,Volume,8/30/2017,20,1.25,1,0.0625
2245,Volume,8/31/2017,20,1.25,2,0.125
2245,Volume,9/1/2017,18,1.125,3,0.1875
2245,Volume,9/4/2017,14,0.875,0,0
2245,Volume,9/5/2017,14,0.875,1,0.0625
2245,Volume,9/6/2017,17,1.0625,1,0.0625
2245,Volume,9/7/2017,24,1.5,0,0
2245,Volume,9/8/2017,19,1.1875,3,0.1875
2245,Volume,9/11/2017,20,1.25,2,0.125
2245,Volume,9/12/2017,24,1.5,2,0.125
2245,Volume,9/13/2017,21,1.3125,1,0.0625
2245,Volume,9/14/2017,25,1.5625,4,0.25
2245,Volume,9/15/2017,17,1.0625,2,0.125
2245,Volume,9/18/2017,18,1.125,1,0.0625
2245,Volume,9/19/2017,21,1.3125,3,0.1875
2245,Volume,9/20/2017,19,1.1875,4,0.25
2245,Volume,9/21/2017,28,1.75,0,0
2245,Volume,9/22/2017,26,1.625,0,0
2245,Volume,9/25/2017,13,0.8125,1,0.0625
2245,Volume,9/26/2017,16,1,1,0.0625
2245,Volume,9/27/2017,17,1.0625,3,0.1875
2245,Volume,9/28/2017,13,0.8125,1,0.0625
2245,Volume,9/29/2017,20,1.25,1,0.0625
2245,Volume,8/1/2018,113,7.0625,6,0.375
2245,Volume,8/2/2018,62,3.875,4,0.25
2245,Volume,8/3/2018,40,2.5,1,0.0625
2245,Volume,8/6/2018,43,2.6875,6,0.375
2245,Volume,8/7/2018,46,2.875,3,0.1875
2245,Volume,8/8/2018,59,3.6875,1,0.0625
2245,Volume,8/9/2018,53,3.3125,4,0.25
2245,Volume,8/10/2018,39,2.4375,2,0.125
2245,Volume,8/13/2018,43,2.6875,1,0.0625
2245,Volume,8/14/2018,71,4.4375,2,0.125
2245,Volume,8/15/2018,66,4.125,3,0.1875
2245,Volume,8/16/2018,68,4.25,3,0.1875
2245,Volume,8/17/2018,43,2.6875,3,0.1875
2245,Volume,8/20/2018,39,2.4375,9,0.5625
2245,Volume,8/21/2018,51,3.1875,7,0.4375
2245,Volume,8/22/2018,69,4.3125,1,0.0625
2245,Volume,8/23/2018,51,3.1875,2,0.125
2245,Volume,8/24/2018,80,5,4,0.25
2245,Volume,8/27/2018,97,6.0625,3,0.1875
2245,Volume,8/28/2018,135,8.4375,5,0.3125
2245,Volume,8/29/2018,104,6.5,4,0.25
2245,Volume,8/30/2018,76,4.75,5,0.3125
2245,Volume,8/31/2018,85,5.3125,4,0.25
2245,Volume,9/3/2018,21,1.3125,4,0.25
2245,Volume,9/4/2018,138,8.625,6,0.375
2245,Volume,9/5/2018,146,9.125,4,0.25
2245,Volume,9/6/2018,156,9.75,5,0.3125
2245,Volume,9/7/2018,112,7,5,0.3125
2245,Volume,9/10/2018,70,4.375,7,0.4375
2245,Volume,9/11/2018,152,9.5,2,0.125
2245,Volume,9/12/2018,124,7.75,6,0.375
2245,Volume,9/13/2018,125,7.8125,3,0.1875
2245,Volume,9/14/2018,123,7.6875,4,0.25
2245,Volume,9/17/2018,103,6.4375,2,0.125
2245,Volume,9/18/2018,122,7.625,7,0.4375
2245,Volume,9/19/2018,134,8.375,7,0.4375
2245,Volume,9/20/2018,128,8,10,0.625
2245,Volume,9/21/2018,180,11.25,4,0.25
2245,Volume,9/24/2018,60,3.75,5,0.3125
2245,Volume,9/25/2018,121,7.5625,0,0
2245,Volume,9/26/2018,121,7.5625,4,0.25
2245,Volume,9/27/2018,111,6.9375,1,0.0625
2245,Volume,9/28/2018,121,7.5625,7,0.4375
2245,Volume,10/1/2018,10,0.625,0,0
2245,Volume,10/2/2018,20,1.25,2,0.125
2245,Volume,10/3/2018,125,7.8125,5,0.3125
2245,Volume,10/4/2018,131,8.1875,5,0.3125
2245,Volume,10/5/2018,0,0,0,0
2821,Volume,8/1/2017,964,60.25,631,39.4375
2821,Volume,8/2/2017,937,58.5625,637,39.8125
2821,Volume,8/3/2017,869,54.3125,587,36.6875
2821,Volume,8/4/2017,945,59.0625,696,43.5
2821,Volume,8/7/2017,816,51,649,40.5625
2821,Volume,8/8/2017,1073,67.0625,691,43.1875
2821,Volume,8/9/2017,972,60.75,637,39.8125
2821,Volume,8/10/2017,1256,78.5,735,45.9375
2821,Volume,8/11/2017,777,48.5625,714,44.625
2821,Volume,8/14/2017,884,55.25,715,44.6875
2821,Volume,8/15/2017,911,56.9375,708,44.25
2821,Volume,8/16/2017,890,55.625,638,39.875
2821,Volume,8/17/2017,929,58.0625,653,40.8125
2821,Volume,8/18/2017,733,45.8125,762,47.625
2821,Volume,8/21/2017,805,50.3125,655,40.9375
2821,Volume,8/22/2017,896,56,600,37.5
2821,Volume,8/23/2017,995,62.1875,659,41.1875
2821,Volume,8/24/2017,795,49.6875,627,39.1875
2821,Volume,8/25/2017,830,51.875,628,39.25
2821,Volume,8/28/2017,945,59.0625,665,41.5625
2821,Volume,8/29/2017,949,59.3125,576,36
2821,Volume,8/30/2017,837,52.3125,602,37.625
2821,Volume,8/31/2017,875,54.6875,611,38.1875
2821,Volume,9/1/2017,797,49.8125,754,47.125
2821,Volume,9/4/2017,544,34,188,11.75
2821,Volume,9/5/2017,880,55,621,38.8125
2821,Volume,9/6/2017,931,58.1875,640,40
2821,Volume,9/7/2017,864,54,628,39.25
2821,Volume,9/8/2017,847,52.9375,641,40.0625
2821,Volume,9/11/2017,895,55.9375,598,37.375
2821,Volume,9/12/2017,940,58.75,578,36.125
2821,Volume,9/13/2017,932,58.25,571,35.6875
2821,Volume,9/14/2017,926,57.875,574,35.875
2821,Volume,9/15/2017,860,53.75,689,43.0625
2821,Volume,9/18/2017,840,52.5,648,40.5
2821,Volume,9/19/2017,951,59.4375,634,39.625
2821,Volume,9/20/2017,963,60.1875,638,39.875
2821,Volume,9/21/2017,828,51.75,663,41.4375
2821,Volume,9/22/2017,907,56.6875,627,39.1875
2821,Volume,9/25/2017,826,51.625,370,23.125
2821,Volume,9/26/2017,898,56.125,556,34.75
2821,Volume,9/27/2017,837,52.3125,632,39.5
2821,Volume,9/28/2017,906,56.625,577,36.0625
2821,Volume,9/29/2017,794,49.625,717,44.8125
2821,Volume,8/1/2018,777,48.5625,852,53.25
2821,Volume,8/2/2018,784,49,901,56.3125
2821,Volume,8/3/2018,731,45.6875,878,54.875
2821,Volume,8/6/2018,726,45.375,908,56.75
2821,Volume,8/7/2018,805,50.3125,944,59
2821,Volume,8/8/2018,771,48.1875,896,56
2821,Volume,8/9/2018,1087,67.9375,1025,64.0625
2821,Volume,8/10/2018,660,41.25,881,55.0625
2821,Volume,8/13/2018,727,45.4375,797,49.8125
2821,Volume,8/14/2018,769,48.0625,884,55.25
2821,Volume,8/15/2018,806,50.375,985,61.5625
2821,Volume,8/16/2018,836,52.25,880,55
